City,Country,Date,Latitude,Longitude,Humidity,Pressure,Temp,Max_Temp,Cloudiness,Wind_Speed
Gizo Government Station,SB,1602183293,-8.1,156.84,80,1008,81.57,81.57,27,14.65
Namatanai,PG,1602183152,-3.67,152.43,79,1007,79.66,79.66,79,4.52
Tautira,PF,1602183293,-17.73,-149.15,69,1017,82.2,82.4,20,5.82
Bubaque,GW,1602183293,11.28,-15.83,78,1012,83.32,83.32,100,8.72
Alta Floresta,BR,1602183065,-9.88,-56.09,21,1007,100.58,100.58,80,2.51
Corn Island,NI,1602183294,12.17,-83.04,72,1009,81.73,81.73,100,3.24
Necochea,AR,1602183294,-38.55,-58.74,56,1012,60.01,60.01,85,4.0
Imbituba,BR,1602183065,-28.24,-48.67,73,1013,69.8,69.8,75,2.24
Chokurdakh,RU,1602183130,70.63,147.92,99,1011,23.77,23.77,94,7.94
Dikson,RU,1602183295,73.51,80.55,94,1012,31.78,31.78,98,18.88
Ancud,CL,1602183296,-41.87,-73.82,93,1021,48.72,51.8,75,6.93
Bandarbeyla,SO,1602183296,9.49,50.81,82,1011,79.05,79.05,77,9.84
Lanxi,CN,1602183297,29.22,119.48,87,1021,60.58,60.58,24,3.49
Tadine,NC,1602183297,-21.55,167.88,85,1014,71.82,71.82,38,10.54
Sisimiut,GL,1602183298,66.94,-53.67,73,1010,36.73,36.73,100,12.21
Hervey Bay,AU,1602183299,-25.3,152.85,74,1012,69.01,69.01,0,3.0
Poum,NC,1602183299,-20.23,164.02,76,1013,73.17,73.17,4,9.26
Hithadhoo,MV,1602183154,-0.6,73.08,73,1011,82.47,82.47,89,5.97
Kutum,SD,1602183299,14.2,24.67,25,1010,82.9,82.9,32,3.42
Todos Santos,MX,1602183299,23.45,-110.22,79,1009,83.03,84.0,0,5.99
Suez,EG,1602183300,29.97,32.53,48,1012,81.63,81.63,3,10.27
Bāneh,IR,1602183300,36.0,45.89,75,1022,46.8,46.8,0,6.58
Yulara,AU,1602183135,-25.24,130.99,54,1019,53.6,53.6,0,8.05
Coquimbo,CL,1602183300,-29.95,-71.34,63,1018,62.6,62.6,43,17.22
Vila Franca do Campo,PT,1602183300,37.72,-25.43,83,1023,71.6,71.6,40,5.82
Erenhot,CN,1602183301,43.65,111.98,42,1018,48.29,48.29,0,12.35
Hong Kong,HK,1602183083,22.29,114.16,70,1015,72.68,75.99,71,1.99
Kawalu,ID,1602183301,-7.38,108.21,91,1009,72.18,72.18,100,1.54
Port Macquarie,AU,1602183301,-31.43,152.92,99,1010,58.48,59.0,1,5.19
Kenitra,MA,1602183301,34.26,-6.58,100,1018,66.2,66.2,75,4.12
Naze,JP,1602183302,28.37,129.48,88,1010,75.2,75.2,90,16.11
Karratha,AU,1602183302,-20.74,116.85,52,1011,59.92,59.92,0,2.51
Rome,US,1602183302,43.21,-75.46,50,1018,52.16,53.6,90,20.8
Bar,UA,1602183302,49.08,27.68,91,1015,59.54,59.54,100,7.56
Vostok,RU,1602183302,46.49,135.88,97,1031,32.16,32.16,11,4.59
Huinan,CN,1602183303,42.62,126.26,65,1027,51.26,51.26,100,3.36
Bossangoa,CF,1602183303,6.49,17.46,96,1012,68.14,68.14,93,5.55
Smithers,CA,1602183303,54.78,-127.17,93,1011,39.2,39.2,90,3.36
Dongli,CN,1602183303,23.57,116.82,83,1016,69.8,69.8,20,2.24
Montijo,PT,1602183303,38.71,-8.97,68,1020,69.06,71.6,7,8.05
Vallenar,CL,1602183304,-28.57,-70.76,10,1017,90.88,90.88,0,10.83
Fábiánsebestyén,HU,1602183304,46.68,20.47,96,1017,55.49,55.99,0,8.55
Souillac,MU,1602183304,-20.52,57.52,88,1018,73.4,73.4,40,6.93
Touros,BR,1602183305,-5.2,-35.46,55,1012,86.0,86.0,99,13.87
Lamu,KE,1602183305,-2.27,40.9,88,1012,77.0,77.0,1,4.7
Mayor Pablo Lagerenza,PY,1602183306,-19.93,-60.77,14,1003,109.02,109.02,0,13.87
Ludvika,SE,1602183306,60.15,15.19,87,1004,50.92,51.8,100,8.05
Talaya,RU,1602183307,61.38,152.75,91,1010,25.16,25.16,0,2.44
São Filipe,CV,1602183154,14.9,-24.5,78,1014,82.18,82.18,100,6.31
Nadym,RU,1602183308,65.53,72.52,96,1018,28.72,28.72,0,11.16
Smirnykh,RU,1602183309,49.75,142.83,77,1025,37.74,37.74,0,3.2
Monrovia,LR,1602183140,6.3,-10.8,83,1012,80.6,80.6,75,7.34
Florianópolis,BR,1602183309,-27.61,-48.5,73,1013,69.64,71.01,75,2.24
Hasaki,JP,1602183309,35.73,140.83,100,1025,59.31,60.8,75,11.41
Kushmurun,KZ,1602183310,52.45,64.63,79,1042,35.42,35.42,71,3.49
Havøysund,NO,1602183310,71.0,24.66,81,1006,52.68,53.6,40,9.17
Coxim,BR,1602183127,-18.51,-54.76,17,1005,105.55,105.55,90,6.93
Morón,AR,1602183310,-34.65,-58.62,40,1015,73.4,77.0,0,6.93
Baruun-Urt,MN,1602183310,46.68,113.28,71,1015,39.99,39.99,0,12.82
Arman',RU,1602183311,59.7,150.17,76,1011,36.36,36.36,0,4.9
Togur,RU,1602183311,58.36,82.83,99,1025,28.71,28.71,100,8.77
Aljezur,PT,1602183311,37.32,-8.8,83,1021,63.0,63.0,75,1.01
Tommot,RU,1602183311,58.96,126.29,92,1022,33.15,33.15,85,1.9
Moranbah,AU,1602183311,-22.0,148.05,71,1015,63.18,63.18,0,1.57
Parrsboro,CA,1602183311,45.4,-64.33,69,993,53.49,54.0,88,8.99
Mahajanga,MG,1602183312,-15.72,46.32,74,1013,78.8,78.8,40,8.05
Port Blair,IN,1602183312,11.67,92.75,75,1007,79.93,79.93,100,3.0
Medicine Hat,CA,1602183127,50.05,-110.67,34,1001,68.0,68.0,75,21.92
Al Bardīyah,LY,1602183312,31.76,25.09,88,1015,74.77,74.77,30,13.87
Khovd,MN,1602183312,48.01,91.64,71,1022,35.28,35.28,100,5.88
Salinas,US,1602183306,36.68,-121.66,77,1016,61.16,62.01,90,3.36
Tūkrah,LY,1602183313,32.53,20.58,76,1017,73.53,73.53,41,10.45
Solnechnyy,RU,1602183313,50.72,136.63,80,1026,37.17,37.17,0,1.86
Boda,CF,1602183313,4.32,17.47,96,1013,68.88,68.88,99,3.94
Isiolo,KE,1602183246,0.35,37.58,60,1013,72.88,72.88,99,12.17
Vila Velha,BR,1602183241,-20.33,-40.29,78,1012,81.34,82.0,75,13.87
Kahului,US,1602183314,20.89,-156.47,61,1016,77.23,79.0,20,7.47
Nouadhibou,MR,1602183314,20.93,-17.03,69,1013,77.0,77.0,0,13.87
El Tigre,VE,1602183314,8.89,-64.25,43,1009,90.75,90.75,0,7.29
Hondomachi-hondo,JP,1602183315,32.45,130.2,60,1014,68.0,68.0,79,8.01
Saint Anthony,US,1602183315,45.02,-93.22,39,1021,63.23,64.99,1,8.05
Kamenka,RU,1602183316,51.32,42.77,39,1030,48.0,48.0,0,11.52
Erzurum Province,TR,1602183318,40.0,41.5,39,1028,50.0,50.0,0,9.17
Sosnovo-Ozerskoye,RU,1602183319,52.52,111.54,98,1014,32.79,32.79,100,8.68
Astara,AZ,1602183319,38.5,48.67,100,1030,53.6,53.6,40,2.95
Paraguaçu,BR,1602183319,-21.55,-45.74,32,1008,87.6,87.6,80,13.58
East Wenatchee Bench,US,1602183319,47.43,-120.28,40,1008,75.43,77.0,1,12.75
Broken Hill,AU,1602183320,-31.95,141.43,87,1019,44.6,44.6,0,6.93
Sandnessjøen,NO,1602183320,66.02,12.63,87,1000,48.63,50.0,20,6.93
Abu Dhabi,AE,1602183122,24.47,54.37,70,1009,88.83,89.6,0,5.82
Puerto Madryn,AR,1602183187,-42.77,-65.04,31,1008,64.65,64.65,97,25.77
Port Augusta,AU,1602183320,-32.5,137.77,100,1020,42.21,42.8,0,4.7
Batticaloa,LK,1602183320,7.71,81.69,78,1009,81.46,81.46,100,7.02
Kichera,RU,1602183321,55.94,110.1,77,1020,37.67,37.67,100,4.83
Sinnamary,GF,1602183321,5.38,-52.95,65,1010,85.84,85.84,0,10.94
Innisfail,AU,1602183304,-17.53,146.03,86,1014,66.88,66.88,100,3.91
Kayasula,RU,1602183321,44.33,45.0,59,1027,56.73,56.73,0,15.64
Forsytheganj,BY,1602183321,52.63,29.73,93,1018,57.56,57.56,100,7.83
Grindavik,IS,1602183321,63.84,-22.43,86,1005,41.0,41.0,40,11.41
Baykit,RU,1602183322,61.67,96.37,94,1019,23.88,23.88,33,4.0
Ouahigouya,BF,1602183322,13.58,-2.42,35,1009,90.57,90.57,19,5.1
Mana,GF,1602183322,5.66,-53.78,68,1010,85.71,85.71,0,11.05
Saint George,US,1602183030,37.1,-113.58,11,1017,77.94,82.0,1,1.92
Colac,AU,1602183126,-38.33,143.58,99,1009,45.66,46.99,100,7.0
Comodoro Rivadavia,AR,1602183322,-45.87,-67.5,33,1007,62.6,62.6,40,16.11
Orël-Izumrud,RU,1602183323,43.46,39.92,52,1017,66.09,66.2,0,4.47
Ossora,RU,1602183323,59.24,163.07,81,1005,34.43,34.43,0,18.03
Itoman,JP,1602183323,26.12,127.67,83,1012,75.83,77.0,75,10.29
Goderich,CA,1602183323,43.75,-81.72,73,1017,59.49,61.0,29,13.87
Boo,SE,1602183323,59.33,18.28,87,1007,55.13,55.4,100,6.93
Jasper,US,1602183324,37.2,-94.35,45,1019,83.07,84.99,1,6.24
Salinópolis,BR,1602183324,-0.61,-47.36,69,1010,82.81,82.81,100,11.01
Cherëmukhovo,RU,1602183324,60.35,59.99,89,1030,37.98,37.98,100,5.84
Boca do Acre,BR,1602183325,-8.75,-67.4,26,1008,100.98,100.98,40,3.89
Voi,KE,1602183326,-3.39,38.56,67,1013,73.81,73.81,0,9.69
Sobolevo,RU,1602183326,54.43,31.9,91,1020,55.85,55.85,100,13.65
Geraldton,AU,1602183327,-28.77,114.6,93,1015,51.8,51.8,0,8.05
Assiut,EG,1602183327,27.18,31.18,31,1013,89.6,89.6,99,8.05
Pacific Grove,US,1602183227,36.62,-121.92,82,1016,60.96,62.01,90,3.36
Kavaratti,IN,1602183329,10.57,72.64,82,1008,81.77,81.77,95,10.69
Pevek,RU,1602183329,69.7,170.31,98,1002,32.02,32.02,100,19.01
Wewak,PG,1602183329,-3.55,143.63,79,1007,78.55,78.55,100,2.39
Zhangaözen,KZ,1602183329,43.3,52.8,39,1034,49.68,49.68,0,12.12
Grand-Lahou,CI,1602183330,5.14,-5.02,91,1012,76.75,76.75,63,9.37
Port Lincoln,AU,1602183330,-34.73,135.87,82,1019,49.39,49.39,0,8.79
Palma di Montechiaro,IT,1602183330,37.19,13.77,77,1021,64.0,64.0,0,3.0
Bhādra,IN,1602183330,29.12,75.17,22,1008,80.55,80.55,0,3.51
Liverpool,GB,1602183069,53.41,-2.98,81,1016,49.98,51.8,20,5.82
Toila,EE,1602183331,59.42,27.5,83,1015,54.54,54.54,100,9.62
Sikasso,ML,1602183331,10.92,-7.0,65,1010,81.14,81.14,0,0.89
Ngunguru,NZ,1602183331,-35.62,174.5,80,1024,57.99,57.99,100,7.0
Labuhan,ID,1602183331,-6.88,112.21,77,1008,79.03,79.03,89,9.95
Hokitika,NZ,1602183331,-42.72,170.97,78,1030,45.03,45.03,0,5.12
Norwich,GB,1602183332,52.63,1.3,93,1015,51.21,51.8,75,6.93
Safi,MA,1602183306,32.3,-9.24,80,1019,69.8,69.8,25,7.4
Dundee,GB,1602183332,56.5,-2.97,81,1011,45.93,48.2,20,8.05
Bilibino,RU,1602183332,68.05,166.44,95,1006,21.43,21.43,100,2.21
Kolyvan',RU,1602183332,55.31,82.74,92,1030,28.4,28.4,0,6.71
Saldanha,ZA,1602183332,-33.01,17.94,82,1016,59.0,59.0,16,16.11
Kushiro,JP,1602183285,42.98,144.37,71,1028,50.41,50.41,86,4.09
Codrington,AU,1602183333,-38.27,141.97,85,1013,50.52,50.52,100,17.56
Matagami,CA,1602183333,49.75,-77.63,56,1014,41.0,41.0,90,11.41
Bolgatanga,GH,1602183246,10.79,-0.85,58,1010,83.26,83.26,0,4.32
Marawi,PH,1602183333,8.0,124.29,94,1009,73.99,73.99,99,5.99
Zinder,NE,1602183333,13.81,8.99,49,1011,89.6,89.6,20,2.24
Praia,CV,1602183334,14.92,-23.51,69,1014,78.8,78.8,90,10.29
Kiama,AU,1602183334,-34.68,150.87,75,1012,52.63,53.01,7,3.0
Shimoda,JP,1602183335,34.67,138.95,69,1022,60.53,64.99,100,5.01
Esil,KZ,1602183335,51.96,66.4,90,1042,32.18,32.18,0,2.37
Orsha,BY,1602183336,54.52,30.41,97,1019,57.42,57.42,100,6.62
Kaina,NG,1602183336,12.64,8.59,88,1014,78.8,78.8,20,3.36
Kangaatsiaq,GL,1602183337,68.31,-53.46,85,1012,31.15,31.15,55,13.44
Kolpashevo,RU,1602183338,58.31,82.91,99,1025,28.2,28.2,100,8.68
Portoferraio,IT,1602183338,42.81,10.31,82,1022,64.13,64.99,99,6.82
Broome,US,1602183339,42.25,-75.83,61,1018,52.56,55.99,75,10.29
Kīhei,US,1602183339,20.79,-156.47,61,1016,77.22,79.0,20,0.51
Jablanica,BA,1602183339,43.66,17.76,54,1019,57.25,59.0,20,6.93
Dudinka,RU,1602183339,69.41,86.18,100,1003,30.2,30.2,90,15.66
Capinópolis,BR,1602183340,-18.68,-49.57,14,1006,104.09,104.09,35,8.68
Maningrida,AU,1602183340,-12.07,134.27,76,1010,75.72,75.72,100,6.26
Taoudenni,ML,1602183340,22.68,-3.98,16,1011,90.84,90.84,0,10.89
Dunedin,NZ,1602183340,-45.87,170.5,68,1033,46.0,46.0,0,15.01
Kayerkan,RU,1602183340,69.35,87.76,100,1003,30.2,30.2,90,15.66
Ilhéus,BR,1602183341,-14.79,-39.05,74,1011,79.68,79.68,0,10.54
Sonāri,IN,1602183341,27.07,95.03,94,1011,75.42,75.42,92,1.25
Tanem,NO,1602183341,63.31,10.43,93,1001,48.85,50.0,75,8.05
Ukiah,US,1602183278,39.15,-123.21,63,1015,65.73,72.0,1,4.03
Raudeberg,NO,1602183341,61.99,5.14,91,1000,48.0,48.0,100,2.57
Takahagi,JP,1602183342,36.72,140.72,81,1022,60.44,62.01,100,14.12
Uşak Province,TR,1602183342,38.5,29.42,45,1013,68.16,68.16,100,11.03
Alofi,NU,1602183342,-19.06,-169.92,94,1014,75.2,75.2,100,4.7
Trincomalee,LK,1602183342,8.57,81.23,81,1009,79.54,79.54,97,11.18
Daru,PG,1602183342,-9.08,143.21,82,1009,74.62,74.62,97,10.85
Acaraú,BR,1602183194,-2.89,-40.12,66,1010,82.92,82.92,99,20.02
Alice Springs,AU,1602183343,-23.7,133.88,87,1020,53.6,53.6,30,3.36
Dutlwe,BW,1602183343,-23.98,23.9,74,1013,66.6,66.6,0,5.97
Sayyan,YE,1602183343,15.17,44.32,31,1015,60.08,60.08,0,8.41
Gisborne,NZ,1602183337,-38.65,178.0,91,1032,45.0,45.0,99,3.0
Bereda,ES,1602183343,43.27,-7.54,97,1022,59.7,61.0,11,5.99
Dawlatabad,AF,1602183344,36.41,64.91,36,1025,48.99,48.99,37,2.89
Caborca,MX,1602183344,30.58,-111.1,11,1011,95.0,95.0,0,3.0
Lüderitz,NA,1602183344,-26.65,15.16,77,1017,58.5,58.5,0,19.6
Los Llanos de Aridane,ES,1602183345,28.66,-17.92,78,1021,72.03,75.2,20,8.05
Fairbanks,US,1602183156,64.84,-147.72,69,998,39.43,43.0,1,6.93
Altay,CN,1602183346,47.87,88.12,79,1028,35.55,35.55,100,4.79
Pundaguitan,PH,1602183346,6.37,126.17,76,1008,82.58,82.58,100,6.13
Mitú,CO,1602183347,1.2,-70.17,82,1011,81.91,81.91,100,2.19
Shahr-e Kord,IR,1602183347,32.33,50.86,25,1024,50.0,50.0,0,4.7
Srednekolymsk,RU,1602183348,67.45,153.68,95,1013,21.49,21.49,0,1.36
Trairi,BR,1602183349,-3.28,-39.27,67,1010,82.44,82.44,98,14.76
Itiruçu,BR,1602183349,-13.53,-40.15,26,1010,90.57,90.57,0,10.11
Nuuk,GL,1602183349,64.18,-51.72,93,1011,35.29,35.6,90,2.24
Glenwood Springs,US,1602183335,39.55,-107.32,10,1033,66.45,71.01,1,9.17
Griffith,US,1602183090,41.53,-87.42,42,1022,67.51,70.0,1,11.41
Beidao,CN,1602183350,34.57,105.89,80,1023,55.04,55.04,100,3.04
Conakry,GN,1602183071,9.54,-13.68,74,1012,82.4,82.4,40,11.41
Itupiranga,BR,1602183244,-5.13,-49.33,41,1010,96.8,96.8,40,3.36
Toktogul,KG,1602183350,41.87,72.94,54,1025,52.21,52.21,100,1.54
Charters Towers,AU,1602183350,-20.1,146.27,90,1015,61.5,61.5,0,4.09
Hobyo,SO,1602183350,5.35,48.53,83,1010,79.56,79.56,100,18.23
Banda Aceh,ID,1602183303,5.56,95.32,68,1009,80.8,80.8,100,11.97
Qandala,SO,1602183351,11.47,49.87,47,1011,82.31,82.31,0,3.62
Dubrovka,RU,1602183351,53.69,33.51,62,1021,56.73,56.73,100,8.34
Tilichiki,RU,1602183351,60.47,166.1,92,998,26.19,26.19,46,8.5
San Quintín,MX,1602183351,30.48,-115.95,61,1013,74.01,74.01,0,14.2
High Rock,BS,1602183351,26.62,-78.28,70,1017,86.0,86.0,40,9.17
Chaman,PK,1602183352,30.92,66.45,36,1015,54.93,54.93,0,1.23
Egvekinot,RU,1602183352,66.32,-179.17,97,982,34.93,34.93,100,17.74
Dali,CN,1602183352,25.7,100.18,86,1015,61.36,61.36,60,3.6
Payson,US,1602183160,40.04,-111.73,18,1019,75.99,79.0,1,8.05
Sola,VU,1602183352,-13.88,167.55,88,1010,80.6,80.6,75,5.82
Erdenet,MN,1602183352,49.03,104.08,95,1020,33.1,33.1,100,1.68
Yarmolyntsi,UA,1602183353,49.19,26.84,94,1012,60.01,60.01,100,1.01
Yangi Marg`ilon,UZ,1602183353,40.43,71.72,31,1023,57.2,57.2,100,2.24
Ballina,AU,1602183353,-28.87,153.57,77,1011,62.74,66.2,0,5.82
Bintulu,MY,1602183353,3.17,113.03,100,1009,73.4,73.4,40,0.96
Avera,US,1602183353,33.19,-82.53,42,1018,84.22,86.0,1,5.46
Tecolutla,MX,1602183354,20.48,-97.02,48,1014,84.2,84.2,75,9.17
Caravelas,BR,1602183354,-17.71,-39.25,71,1010,81.41,81.41,0,13.8
Buchanan,LR,1602183355,5.88,-10.05,83,1012,80.6,80.6,75,6.44
Chitral,PK,1602183355,35.85,71.79,39,1021,63.0,63.0,11,3.18
Northam,GB,1602183356,51.03,-4.22,81,1019,52.7,54.0,32,3.0
Rabak,SD,1602183356,13.18,32.74,32,1008,90.3,90.3,0,8.05
Sirte,LY,1602183357,31.21,16.59,72,1019,75.24,75.24,14,12.1
Goreloye,RU,1602183358,52.94,41.5,39,1030,54.1,54.1,36,10.47
Arrecife,ES,1602183358,28.96,-13.55,73,1019,75.2,75.2,20,17.22
Kabwe,ZM,1602183359,-14.45,28.45,78,1014,68.49,68.49,100,4.27
Marsh Harbour,BS,1602183116,26.54,-77.06,66,1016,82.9,82.9,13,8.32
Mehamn,NO,1602183359,71.04,27.85,81,1008,50.41,51.8,40,13.87
Salalah,OM,1602183359,17.02,54.09,83,1012,78.8,78.8,75,3.36
Gebre Guracha,ET,1602183359,9.8,38.4,63,1017,51.6,51.6,18,6.06
Cantapoy,PH,1602183360,9.49,125.44,89,1008,76.69,76.69,100,3.18
Santa Cruz,MA,1602183096,30.42,-9.6,88,1018,66.2,66.2,40,9.17
Kiryat Gat,IL,1602183301,31.61,34.76,65,1012,81.23,82.0,0,1.12
Mbalmayo,CM,1602183360,3.52,11.5,83,1016,78.8,78.8,75,1.12
Casper,US,1602183360,42.87,-106.31,11,1016,76.84,79.0,1,18.34
Minudasht,IR,1602183360,37.23,55.37,87,1026,60.8,60.8,90,3.53
Mollendo,PE,1602183361,-17.02,-72.01,71,1014,65.25,65.25,72,7.96
Belyy Yar,RU,1602183361,53.6,91.39,96,1025,32.0,32.0,40,4.47
Dingle,PH,1602183135,11.0,122.67,90,1007,75.65,75.65,100,1.74
Iquique,CL,1602183361,-20.22,-70.14,63,1015,64.4,64.4,48,14.99
Port Hardy,CA,1602183361,50.7,-127.42,100,1010,50.0,50.0,90,4.7
Hambantota,LK,1602183361,6.12,81.12,94,1009,78.8,78.8,40,8.05
Ketchikan,US,1602183102,55.34,-131.65,87,1012,46.4,46.4,90,3.36
Klamath Falls,US,1602183362,42.22,-121.78,35,1017,61.88,70.0,1,4.7
Manokwari,ID,1602183362,-0.87,134.08,68,1008,78.8,78.8,100,3.33
Yar-Sale,RU,1602183362,66.83,70.83,92,1018,31.19,31.19,0,9.31
Bontang,ID,1602183362,0.13,117.5,89,1007,77.7,77.7,100,3.36
Aden,YE,1602183363,12.78,45.04,72,1011,84.07,84.07,0,10.22
Brae,GB,1602183363,60.4,-1.35,76,1005,50.0,50.0,20,18.34
Wajima,JP,1602183363,37.4,136.9,74,1023,65.57,65.57,100,24.81
Payo,ID,1602183364,-3.75,103.64,93,1009,72.52,72.52,100,1.28
La Romana,DO,1602183364,18.43,-68.97,62,1013,89.6,89.6,40,11.41
Ames,US,1602183166,42.03,-93.62,27,1021,73.72,75.0,1,9.17
Atbasar,KZ,1602183365,51.8,68.33,92,1041,30.47,30.47,29,3.78
Las Cruces,US,1602183096,32.31,-106.78,8,1020,85.05,86.0,1,6.93
Sioux Lookout,CA,1602183366,50.1,-91.92,57,1019,48.2,48.2,20,4.7
Puerto Nariño,CO,1602183366,-3.77,-70.38,66,1013,91.4,91.4,75,3.36
Carballo,ES,1602183367,43.21,-8.69,82,1023,58.03,60.8,0,1.12
Thinadhoo,MV,1602183367,0.53,72.93,75,1011,82.06,82.06,55,9.42
Eagle Pass,US,1602183368,28.71,-100.5,35,1018,86.13,88.0,5,4.7
Ponta Delgada,PT,1602183369,37.73,-25.67,83,1023,71.6,71.6,40,5.82
Ntcheu,MW,1602183369,-14.82,34.64,52,1013,73.69,73.69,93,3.85
Aliwal North,ZA,1602183369,-30.69,26.71,36,1012,69.78,69.78,0,7.31
Richards Bay,ZA,1602183369,-28.78,32.04,73,1013,70.03,70.03,0,16.04
Ayan,RU,1602183370,56.45,138.17,62,1022,45.93,45.93,100,6.62
Beringovskiy,RU,1602183370,63.05,179.32,92,976,37.83,37.83,100,16.22
Prince Rupert,CA,1602183209,54.32,-130.32,87,1011,48.2,48.2,90,2.24
Leh,IN,1602183370,34.17,77.58,46,1023,41.85,41.85,0,4.47
Calamar,CO,1602183370,10.25,-74.91,66,1011,87.8,87.8,40,9.17
Santo Antônio do Içá,BR,1602183370,-3.1,-67.94,79,1010,82.8,82.8,100,3.69
Evensk,RU,1602183371,61.95,159.23,85,1009,30.16,30.16,0,9.57
Gorontalo,ID,1602183371,0.54,123.06,86,1007,74.8,74.8,99,2.86
Nova Odesa,UA,1602183371,47.31,31.79,68,1017,65.82,65.82,93,10.85
Woodward,US,1602183371,36.43,-99.39,22,1017,88.21,89.01,1,6.93
Manisa Province,TR,1602183371,38.83,28.17,79,1012,63.43,63.43,99,2.35
Huizhou,CN,1602183371,23.08,114.4,74,1016,66.88,66.88,83,5.01
Sawākin,SD,1602183372,19.11,37.33,53,1010,86.4,86.4,0,3.11
Baiyin,CN,1602183372,36.56,104.21,52,1027,46.4,46.4,20,2.24
Makokou,GA,1602183372,0.57,12.86,85,1012,72.46,72.46,74,1.63
Gibara,CU,1602183372,21.11,-76.13,49,1013,91.4,91.4,40,5.82
Mahon,ES,1602183372,39.89,4.27,77,1024,66.2,66.2,18,3.36
Ambajogai,IN,1602183373,18.73,76.38,89,1009,72.84,72.84,68,4.79
Asău,RO,1602183373,46.43,26.4,97,1013,59.0,59.0,100,4.07
Sørkjosen,NO,1602183373,69.8,20.93,71,1004,53.6,53.6,40,14.99
Soe,ID,1602183373,-9.86,124.28,98,1008,67.24,67.24,57,4.56
Newnan,US,1602183374,33.38,-84.8,39,1019,83.1,84.2,1,1.16
